Date,Close/Last,Volume,Open,High,Low,Day
01/16/2024,481.24,4678974,490,494.15,478.02,978
01/17/2024,480.33,4894593,484.5,486.21,475.26,979
01/18/2024,485.31,4054399,480.03,485.77,478.02,980
01/19/2024,482.95,5672351,484.98,485.67,476.06,981
01/22/2024,485.71,5212309,487.55,489.8,479.9,982
01/23/2024,492.19,15506020,492,498.96,481.4,983
01/24/2024,544.87,26432800,537.75,562.5,537.07,984
01/25/2024,562,9451915,551.95,563.46,548.46,985
01/26/2024,570.42,12770570,561.81,579.64,558.43,986
01/29/2024,575.79,6905390,571.35,578.55,562.68,987
01/30/2024,562.85,6181798,567.32,570.88,560.82,988
01/31/2024,564.11,4857599,562.85,572.15,562.05,989
02/01/2024,567.51,3174002,567.02,572.66,563.83,990
02/02/2024,564.64,4032843,564.52,567.8,562.37,991
02/05/2024,562.06,4143099,562.47,575.75,557.2,992
02/06/2024,555.88,2840300,564.12,566.34,554.37,993
02/07/2024,559.3,4373591,558.16,567.8,554.98,994
02/08/2024,558.53,3175468,560.55,563.7,555.74,995
02/09/2024,561.32,3055698,565,566,558.1,996
02/12/2024,557.85,3608487,560.36,568.44,557,997
02/13/2024,554.52,3511453,550.8,559.2,549,998
02/14/2024,579.33,5634226,567.26,581.25,564.34,999
02/15/2024,593.46,5220938,581.91,593.77,580.32,1000
02/16/2024,583.95,4325689,596.95,597,577.46,1001
02/20/2024,575.13,3124236,580.18,586,569.66,1002
02/21/2024,573.35,2281143,573.51,575.78,567.32,1003
02/22/2024,588.47,3526597,582.75,590.85,578.89,1004
02/23/2024,583.56,2568852,586.4,592.43,579.82,1005
02/26/2024,587.65,2393712,583.56,590.75,583.27,1006
02/27/2024,601.67,4489355,595,605.36,592.33,1007
02/28/2024,596.48,2605242,595.79,598.17,590.01,1008
02/29/2024,602.92,3572082,604.25,604.52,595.16,1009
03/01/2024,619.34,4270305,599.81,620.28,599.5,1010
03/04/2024,615.83,3020306,621.56,624.42,615.08,1011
03/05/2024,598.5,3849563,610.1,610.91,592,1012
03/06/2024,597.69,2469592,602.99,607.93,593.56,1013
03/07/2024,608.51,2742805,599.34,610.53,595.9,1014
03/08/2024,604.82,2777243,608.27,616.09,600.84,1015
03/11/2024,600.93,2500940,608.08,611,600.37,1016
03/12/2024,611.08,2821631,600.21,615.3,596.27,1017
03/13/2024,609.45,2192094,613.37,614.85,607.21,1018
03/14/2024,613.01,3120452,615,620.8,607.35,1019
03/15/2024,605.88,6671629,622.92,622.92,603.82,1020
03/18/2024,618.39,3344244,613.56,627.41,610.45,1021
03/19/2024,620.74,2142613,615.62,621.28,608,1022
03/20/2024,627.69,2639509,619.95,629.51,618.34,1023
03/21/2024,622.71,2507671,630.65,634.36,622.33,1024
03/22/2024,628.01,2135688,624.16,629.05,621,1025
03/25/2024,627.46,1803264,627.9,630.46,623.16,1026
03/26/2024,629.24,2804453,625.2,634.39,619.18,1027
03/27/2024,613.53,2628267,629.01,631.35,610.73,1028
03/28/2024,607.33,3708803,614.99,615,601.59,1029
04/01/2024,614.31,2115925,608,615.11,605.57,1030
04/02/2024,614.21,2029217,611,615.03,605.51,1031
04/03/2024,630.08,2931231,612.75,630.41,611.5,1032
04/04/2024,617.14,3064349,633.21,638,616.58,1033
04/05/2024,636.18,3378842,624.92,637.91,622.71,1034
04/08/2024,628.41,2145731,636.39,639,628.11,1035
04/09/2024,618.2,2146635,631.99,631.99,615.63,1036
04/10/2024,618.58,2806248,610.97,620.14,609.34,1037
04/11/2024,628.78,2662662,624.42,631.66,617.24,1038
04/12/2024,622.83,2959269,628.23,633.12,618.92,1039
04/15/2024,607.15,3085394,630.17,630.17,603.87,1040
04/16/2024,617.52,3519122,607.5,622.45,607.5,1041
04/17/2024,613.69,3312222,620.97,620.97,607.71,1042
04/18/2024,610.56,8468407,612.1,621.33,605.44,1043
04/19/2024,555.04,16449700,567.88,579,552.16,1044
04/22/2024,554.6,8597651,550.66,558.61,542.01,1045
04/23/2024,577.75,4975520,556.49,579.21,555.28,1046
04/24/2024,555.12,5355312,574.31,576.91,551.3,1047
04/25/2024,564.8,3807101,549.46,566.54,545.71,1048
04/26/2024,561.23,4332593,558.21,562.92,553.19,1049
04/29/2024,559.49,2508882,559.18,559.64,554.24,1050
04/30/2024,550.64,3361492,560,560,549.38,1051
05/01/2024,551.71,3473233,547.84,560.39,544.25,1052
05/02/2024,565.15,3068228,556.02,565.46,555.59,1053
05/03/2024,579.34,3307524,566,580.26,565.16,1054
05/06/2024,596.97,3686337,581.82,597.34,580.25,1055
05/07/2024,606,3614092,596.28,606.05,591.32,1056
05/08/2024,609.47,3093904,601.63,618.22,601.63,1057
05/09/2024,612.09,2065375,614.4,615.72,605.75,1058
05/10/2024,610.87,2653586,619,623.98,605.06,1059
05/13/2024,616.59,2086197,614.3,618.22,606.83,1060
05/14/2024,613.66,2792358,615.17,621.48,608.4,1061
05/15/2024,613.52,5670607,618.57,624.1,609.1,1062
05/16/2024,610.52,3056350,615.75,618.34,609.09,1063
05/17/2024,621.1,3782708,617,625.79,614.71,1064
05/20/2024,640.82,3857853,620.4,644.37,619.52,1065
05/21/2024,650.61,2920155,636.76,650.88,634.22,1066
05/22/2024,640.47,2176174,647.14,649.25,638.12,1067
05/23/2024,635.67,2313939,642.34,642.71,630,1068
05/24/2024,646.75,2615260,639.4,652,637.6,1069
05/28/2024,649,2609451,647.05,649.75,643.03,1070
05/29/2024,654.62,3695935,644.13,664.25,643.89,1071
05/30/2024,647.66,2393354,653.52,656.49,644.73,1072
05/31/2024,641.62,4071023,644.01,648.58,628.3,1073
06/03/2024,633.79,2323506,645.22,646.78,627.27,1074
06/04/2024,631.62,3008151,633.78,635.23,626.44,1075
06/05/2024,650.27,2682614,634.02,651.25,628.25,1076
06/06/2024,648.52,2466664,644.89,657.99,644.24,1077
06/07/2024,641.47,1876631,649.38,650.4,640.24,1078
06/10/2024,644.5,2066759,641.01,644.79,635.59,1079
06/11/2024,648.55,2167417,640.72,650.19,640.52,1080
06/12/2024,650.06,2094381,652.21,655.78,643.11,1081
06/13/2024,653.26,1863587,644,655.25,642.35,1082
06/14/2024,669.38,4447116,655.05,675.58,652.64,1083
06/17/2024,675.83,3631184,669.11,682.71,665.11,1084
06/18/2024,685.67,2943775,675.63,687.06,674.64,1085
06/20/2024,679.03,2585089,681.8,689.88,673.72,1086
06/21/2024,686.12,4557086,683.26,686.9,678.1,1087
06/24/2024,669.02,3916335,685,685.5,664.5,1088
06/25/2024,672.41,2278768,673.44,673.67,662.3,1089
06/26/2024,677.69,3545815,672.41,682.96,670.02,1090
06/27/2024,684.34,2404849,679.35,688.57,678.14,1091
06/28/2024,674.88,3412391,679,687,673.08,1092
07/01/2024,673.61,2212826,674.89,675.02,663.78,1093
07/02/2024,679.58,2411426,673.54,681.74,670.07,1094
07/03/2024,682.51,1403545,677.48,683.75,675.5,1095
07/05/2024,690.65,2659065,682.51,697.49,677.23,1096
07/08/2024,685.74,1930786,687,688.86,681.49,1097
07/09/2024,685.74,2599474,690,695.27,684.72,1098
07/10/2024,677.65,2651928,685.02,687.22,673.16,1099
07/11/2024,652.75,5111928,672.49,672.49,647.44,1100
07/12/2024,647.6,3355197,652.75,655.92,643.71,1101
07/15/2024,656.45,3208763,647.5,667.54,646.63,1102
07/16/2024,656.32,2685706,661.8,663.68,649.13,1103
07/17/2024,647.46,4017277,650,650.45,639.47,1104
07/18/2024,643.04,7575763,656.6,657.04,639.17,1105
07/19/2024,633.34,9815631,660.64,678.97,629.12,1106
07/22/2024,647.5,5219077,639.5,656.29,632.6,1107
07/23/2024,642.76,2463579,647.5,649.91,641,1108
07/24/2024,635.99,4888163,635.74,652.42,632.67,1109
07/25/2024,634.09,4554539,641,649.98,621.7,1110
07/26/2024,631.37,3120659,645,646.99,629.77,1111
07/29/2024,626.96,2400537,634.61,634.61,623.93,1112
07/30/2024,622.58,3496609,630.17,634.69,617,1113
07/31/2024,628.35,3134877,626.57,633.6,622.58,1114
08/01/2024,624.85,3720573,629.25,646.71,617.61,1115
08/02/2024,613.64,3523003,620.98,625.27,608.35,1116
08/05/2024,598.55,4044235,587.04,604.56,587.04,1117
08/06/2024,609.57,4319057,600.62,622.45,600.62,1118
08/07/2024,611.48,3187791,616.07,632,610.64,1119
08/08/2024,630.35,3283542,621.99,632.29,616.02,1120
08/09/2024,633.94,1980836,622.99,636.62,622.99,1121
08/12/2024,633.14,2331712,631,639,627.07,1122
08/13/2024,648.02,2639571,638.56,650.97,635.5,1123
08/14/2024,661.68,4014344,648.7,663.57,648.7,1124
08/15/2024,663.22,3210173,668.49,673.19,659.8,1125
08/16/2024,674.07,3511014,669.43,680.23,665.36,1126
08/19/2024,688.53,3016227,674.07,688.84,672.91,1127
08/20/2024,698.54,4813118,688.86,711.33,688.25,1128
08/21/2024,697.12,2235343,697,701,691.38,1129
08/22/2024,688.96,2729389,691,701.5,686.24,1130
08/23/2024,686.73,2354450,694.13,696.07,678.63,1131
08/26/2024,688.44,1354154,687.26,690.59,681.64,1132
08/27/2024,695.72,3164878,688.53,707.89,686.92,1133
08/28/2024,683.84,2430583,695.83,696.67,677.1,1134
08/29/2024,692.48,2186974,690,699.8,686.07,1135
08/30/2024,701.35,3266723,700.36,701.86,688.16,1136
09/03/2024,675.32,3160964,700.1,703.86,671.01,1137
09/04/2024,679.68,1785337,673.31,684.65,673.06,1138
09/05/2024,683.62,1810072,673.14,687.31,671.86,1139
09/06/2024,665.77,2991265,681.86,683.15,662.34,1140
09/09/2024,675.42,2683111,674,683.5,672.14,1141
09/10/2024,673.62,2079182,676.87,680.59,665.81,1142
09/11/2024,681.47,2391924,677.46,682.97,660.8,1143
09/12/2024,686.8,2588437,684.92,694.88,682.2,1144
09/13/2024,697.06,2276482,680.01,699.64,680,1145
09/16/2024,696.5,1843745,700,703.02,688.63,1146
09/17/2024,706.91,2298630,700.82,707.63,698.37,1147
09/18/2024,690.47,2984411,707.55,707.55,688,1148
09/19/2024,704.32,4228480,705,715.66,695.37,1149
09/20/2024,701.03,3998062,705.55,706.67,696.31,1150
09/23/2024,705.37,3224344,702.39,712.25,699.16,1151
09/24/2024,722.26,3565731,706.63,722.44,704.45,1152
09/25/2024,721.56,2259775,721,725.12,716.21,1153
09/26/2024,711.43,2832962,724.73,725.26,701.72,1154
09/27/2024,707.35,2395613,708.36,710.71,701.25,1155
09/30/2024,709.27,1711508,707,711.21,702.82,1156
10/01/2024,706.13,2813482,713.64,717.76,698.59,1157
10/02/2024,711.09,1758167,706.13,716.21,704.69,1158
10/03/2024,706.8,2256449,704.26,708.81,700,1159
10/04/2024,719.7,2230139,713.32,721.01,708.82,1160
10/07/2024,701.92,3360520,714.76,715.88,696.43,1161
10/08/2024,721.76,3187402,703.88,725.06,703.55,1162
10/09/2024,727.43,1981070,719.25,728.59,718.87,1163
10/10/2024,730.29,2767862,723.29,733.85,722.5,1164
10/11/2024,722.79,2299525,734.9,736,721.22,1165
10/14/2024,713,2797071,725,726.62,711.31,1166
10/15/2024,705.98,2932752,712.51,713.4,699.78,1167
10/16/2024,702,2494276,703.43,705.59,697.82,1168
10/17/2024,687.65,8926672,704.35,704.41,677.88,1169
10/18/2024,763.89,15974120,737.64,766.28,736.23,1170
10/21/2024,772.07,6057093,765.76,773,756.6,1171
10/22/2024,764.24,2987252,765.27,769.7,761.12,1172
10/23/2024,749.29,3749007,762.83,763.79,744.26,1173
10/24/2024,754.55,2642962,751.97,755.82,746.25,1174
10/25/2024,754.68,2819473,756.17,768.5,753.53,1175
10/28/2024,749.12,2862405,758.68,758.68,747.88,1176
10/29/2024,759.44,3660433,751.13,763.88,748.01,1177
10/30/2024,753.74,1722002,758.08,759.79,752.28,1178
10/31/2024,756.03,3057709,753.93,760.79,752.23,1179
11/01/2024,756.1,2996829,753.48,763.8,747.77,1180
11/04/2024,755.51,1902194,753.14,762.48,749.69,1181
11/05/2024,763.91,2200645,757.35,767.53,756.27,1182
11/06/2024,780.21,3690817,771.5,781.49,757.38,1183
11/07/2024,796.54,3295074,781.37,798.22,779.94,1184
11/08/2024,795.04,1910626,797.36,799.06,788.65,1185
11/11/2024,805.44,2399150,795.9,806.82,795.57,1186
11/12/2024,819.5,2814064,807.5,820.37,803.75,1187
11/13/2024,830.47,2767772,822.62,836.99,820.54,1188
11/14/2024,837.26,3038231,833.67,841,830.02,1189
11/15/2024,823.96,3673720,832.04,832.04,816.49,1190
11/18/2024,847.05,4084081,815.5,848.45,809.33,1191
11/19/2024,871.32,3814227,839.75,874.49,839.16,1192
11/20/2024,883.85,4093843,879.98,890.6,868.4,1193
11/21/2024,897.48,4511263,883.93,908,877.24,1194
11/22/2024,897.79,3214020,896,906,893,1195
11/25/2024,865.59,6014203,902.05,902.05,864.22,1196
11/26/2024,872.6,3138259,867.49,886.36,867.25,1197
11/27/2024,877.34,2578222,872.06,880.95,858.91,1198
11/29/2024,886.81,2027237,882.17,892.41,876.68,1199
12/02/2024,897.74,2388966,887.51,902.34,884.12,1200
12/03/2024,902.17,2401634,894.36,902.69,888.03,1201
12/04/2024,911.06,2689629,898.05,915.97,898.05,1202
12/05/2024,917.87,2835307,917.85,927,911.11,1203
12/06/2024,934.74,2955383,915.23,935.27,912.71,1204
12/09/2024,913.69,3350082,928,930.3,902.59,1205
12/10/2024,913.35,2388575,913.76,922.88,909.58,1206
12/11/2024,936.56,3501691,924.71,941.75,923.08,1207
12/12/2024,925.55,2486197,933.35,934.09,922.6,1208
12/13/2024,918.87,2485829,916.81,925.55,909.61,1209
12/16/2024,921.08,2674892,923.94,928.94,919.5,1210
12/17/2024,919.13,2459456,921.54,928.45,916.42,1211
12/18/2024,889.55,2938194,919.13,922.44,886.56,1212
12/19/2024,902.04,2815512,908.18,912.62,899,1213
12/20/2024,909.05,4530519,893.21,919.92,890.49,1214
12/23/2024,911.45,2339375,913.42,915,899.1,1215
12/24/2024,932.12,2320293,915,935.85,911.7,1216
12/26/2024,924.14,2342418,928.4,930.49,915.3,1217
12/27/2024,907.55,3226158,916.01,918.13,894.5,1218
12/30/2024,900.43,2202970,894.51,908.23,889.71,1219
12/31/2024,891.32,1875897,901.8,902.68,889.47,1220
01/02/2025,886.73,2315685,895.5,898.58,877,1221
01/03/2025,881.05,2970019,893.13,898.83,879.89,1222
01/06/2025,881.79,3457656,888.76,892.83,871.69,1223
01/07/2025,879.19,2649823,879.38,888,869.11,1224
01/08/2025,875,2347949,880,886.22,873,1225
01/10/2025,837.69,4803312,866.4,866.41,834.4,1226
01/13/2025,840.29,3024517,831.53,847.07,829.14,1227
01/14/2025,828.4,3037650,843.2,844.89,823.52,1228
01/15/2025,848.26,3181383,836.44,850.84,830.41,1229
01/16/2025,842.37,4028537,860.96,868.98,842.02,1230
01/17/2025,858.1,3617565,859.79,865,852.13,1231
01/21/2025,869.68,9851351,863.53,916.4,854.75,1232
01/22/2025,953.99,14273210,998.03,999,950.76,1233
01/23/2025,984.86,7752137,957.81,985,953.9,1234
01/24/2025,977.59,4550397,984.41,986.28,967.68,1235
01/27/2025,971.89,4634204,971.1,982.27,960.26,1236
01/28/2025,971.83,3433972,966.71,977.93,957.3,1237
01/29/2025,978.15,2930728,980,987.64,968.23,1238
01/30/2025,973.24,3867825,986.75,994.59,970.01,1239
01/31/2025,976.76,3618718,974,990.29,974,1240
02/03/2025,978.94,3724197,973,987.69,964.38,1241
02/04/2025,994.87,6000137,980.47,1008,978.51,1242
02/05/2025,1011.11,3997733,987.73,1011.83,986.68,1243
02/06/2025,1015.68,3134293,1007.87,1016.35,1002.61,1244
02/07/2025,1013.93,3212853,1017,1027.76,1005.67,1245
02/10/2025,1027.6,3296566,1023.05,1032.85,1015.88,1246
02/11/2025,1008.08,3331797,1020.79,1022.69,1002.95,1247
02/12/2025,1027.31,3388966,1005.49,1027.74,998.35,1248
02/13/2025,1043.69,3476068,1026.63,1045.99,1025.1,1249
02/14/2025,1058.6,3145430,1044.95,1064.5,1041.69,1250
02/18/2025,1035.85,4229339,1060,1062,1023.75,1251
02/19/2025,1043.33,2600048,1035.18,1045,1024.51,1252
02/20/2025,1024.54,3111831,1042,1045,1015.59,1253
02/21/2025,1003.15,3738710,1029.42,1032.38,999.39,1254
02/24/2025,988.47,4426227,1008,1015.17,984.48,1255
02/25/2025,977.24,4738304,989.4,994.4,955,1256
02/26/2025,990.06,3397205,977.6,1000.89,976.9,1257
